_id	data	hora	natureza_acidente	situacao	bairro	endereco	numero	detalhe_endereco_acidente	complemento	endereco_cruzamento	numero_cruzamento	referencia_cruzamento	bairro_cruzamento	tipo	descricao	auto	moto	ciclom	ciclista	pedestre	onibus	caminhao	viatura	outros	vitimas	vitimasfatais
1542	2016-02-27T00:00:00	00:39:00	COM VÍTIMA	FINALIZADA	IBURA	AV DOIS RIOS	""	""	EM FRENTE AO SESI DO IBURA	AV DOIS RIOS	0	EM FRENTE AO SESI DO IBURA	IBURA	COLISÃO	COLISAO ENTRE UMA CARRETA E UMA MOTO		1					1			1	
1543	2016-02-27T00:00:00	02:13:00	SEM VÍTIMA	FINALIZADA	PINA	AV ENGENHEIRO DOMINGOS FERREIRA	""	""	PRÓX AO MEDICAL CENTER	AV ENGENHEIRO DOMINGOS FERREIRA	0	PRÓX AO MEDICAL CENTER	PINA	CHOQUE	VEÍCULO SE CHOCOU CONTRA UM POSTE	1									0	
1544	2016-02-27T00:00:00	06:04:00	SEM VÍTIMA	FINALIZADA	ESPINHEIRO	RUA CONS PORTELA	""	""	CRUZ COM A RUA 48 E/F AO EDIFICIO REGINA HELENA	RUA CONS PORTELA	0	CRUZ COM A RUA 48 E/F AO EDIFICIO REGINA HELENA	ESPINHEIRO	COLISÃO	COLISÃO SEM VITIMAS	1	1								0	
1545	2016-02-27T00:00:00	07:37:00	SEM VÍTIMA	FINALIZADA	IPSEP	RUA FRANCISCO BARRETO	""	""	SEMAFORO 527	RUA FRANCISCO BARRETO	0	SEMAFORO 527	IPSEP	COLISÃO	COL.S/V CONDUTOR DO FIAT UNO ESTA COM SINTOMA DE EMBRIAGUEZ	2									0	
1546	2016-02-27T00:00:00	08:12:00	SEM VÍTIMA	CANCELADA	ESTÂNCIA	TRV TAPAJOS	""	""	SEMAFORO Nº620	TRV TAPAJOS	0	SEMAFORO Nº620	ESTÂNCIA	COLISÃO	COL.S/V CONDUTOR DO FIAT UNO ESTA COM SINTOMA DE EMBRIAGUEZ	2									0	
1547	2016-02-27T00:00:00	08:54:00	SEM VÍTIMA	FINALIZADA	BOA VISTA	RUA BARAO DE SAO BORJA	""	""	AO LADO DO HOTEL BOA VISTA	RUA BARAO DE SAO BORJA	0	AO LADO DO HOTEL BOA VISTA	BOA VISTA	COLISÃO	COLISÃO SEM VITIMAS	2									0	
1548	2016-02-27T00:00:00	08:56:00	SEM VÍTIMA	FINALIZADA	BOA VIAGEM	AV CONSELHEIRO AGUIAR	4777	""	EM FRENTE AO BANCO BRADESCO E AO LADO DO MERCADO PUBLICO	AV CONSELHEIRO AGUIAR	4777	EM FRENTE AO BANCO BRADESCO E AO LADO DO MERCADO PUBLICO	BOA VIAGEM	COLISÃO	COL.S/V	2									0	
1549	2016-02-27T00:00:00	09:06:00	SEM VÍTIMA	FINALIZADA	IPUTINGA	AV ENGENHEIRO ABDIAS DE CARVALHO	""	""	EM FRENTE DA CHESF	AV ENGENHEIRO ABDIAS DE CARVALHO	0	EM FRENTE DA CHESF	IPUTINGA	COLISÃO	COL.S/V, SET.CD	3									0	
1550	2016-02-27T00:00:00	09:17:00	SEM VÍTIMA	FINALIZADA	SAN MARTIN	AV ENGENHEIRO ABDIAS DE CARVALHO	""	""	EM FRENTE AO CAMARÃO DO LEO,SENT/CENTRO	AV ENGENHEIRO ABDIAS DE CARVALHO	0	EM FRENTE AO CAMARÃO DO LEO,SENT/CENTRO	SAN MARTIN	COLISÃO	COLISÃO SEM VITIMAS	3									0	
1551	2016-02-27T00:00:00	09:22:00	SEM VÍTIMA	FINALIZADA	BOA VIAGEM	AV ENGENHEIRO DOMINGOS FERREIRA	3452	""	E/F AO BANCO DO BRASIL	AV ENGENHEIRO DOMINGOS FERREIRA	3452	E/F AO BANCO DO BRASIL	BOA VIAGEM	COLISÃO	COLISÃO SEM VITIMAS	2									0	
1552	2016-02-27T00:00:00	10:16:00	SEM VÍTIMA	FINALIZADA	MADALENA	AV VISCONDE DE ALBUQUERQUE	""	""	RUA JOSE OZORIO	AV VISCONDE DE ALBUQUERQUE	0	RUA JOSE OZORIO	MADALENA	COLISÃO	""										0	
1553	2016-02-27T00:00:00	10:35:00	SEM VÍTIMA	FINALIZADA	AFOGADOS	RUA NICOLAU PEREIRA	160	""	E/F AO HOTEL PARADISE	RUA NICOLAU PEREIRA	160	E/F AO HOTEL PARADISE	AFOGADOS	COLISÃO	COLISÃO SEM VITIMAS	2									0	
1554	2016-02-27T00:00:00	11:08:00	SEM VÍTIMA	FINALIZADA	BOA VISTA	RUA DA CONCEICAO	113	""	POS TRAS DO ATACADO DOS PRESENTES	RUA DA CONCEICAO	113	POS TRAS DO ATACADO DOS PRESENTES	BOA VISTA	COLISÃO	COLISÃO SEM VITIMAS	2									0	
1555	2016-02-27T00:00:00	11:18:00	SEM VÍTIMA	FINALIZADA	GRAÇAS	AV ENGENHEIRO AGAMENON DE MAGALHAES MELO	""	""	EM BAIXO DO SEMAORO 037 E/F AO TRE	AV ENGENHEIRO AGAMENON DE MAGALHAES MELO	0	EM BAIXO DO SEMAORO 037 E/F AO TRE	GRAÇAS	COLISÃO	COLISÃO SM VITIMAS	1	1								0	
1556	2016-02-27T00:00:00	11:36:00	COM VÍTIMA	FINALIZADA	PINA	AV ANTONIO DE GOES	XXX	""	SAÍDA DO TUNEL.	AV ANTONIO DE GOES	XXX	SAÍDA DO TUNEL.	PINA	COLISÃO	VEÍCULOS NO MEIO DA VIA, DIFICULTANDO A PASSAGEM DOS DEMAIS VEÍCULOS.	1	1								1	
1557	2016-02-27T00:00:00	12:00:00	SEM VÍTIMA	CANCELADA	IPUTINGA	AV CAXANGA	""	""	EM FRENTE AO HIPER BOMPREÇO/ SENTIDO CIDADE	AV CAXANGA	0	EM FRENTE AO HIPER BOMPREÇO/ SENTIDO CIDADE	IPUTINGA	COLISÃO	COLISÃO SEM VITIMA	2									0	
1558	2016-02-27T00:00:00	12:27:00	SEM VÍTIMA	CANCELADA	AFOGADOS	RUA SAO MIGUEL	116	""	EM FRENTE AO CARTORIO DO REGISTRO CIVIL	RUA SAO MIGUEL	116	EM FRENTE AO CARTORIO DO REGISTRO CIVIL	AFOGADOS	COLISÃO	COLISÃO SEM VITMA	1	1								0	
1559	2016-02-27T00:00:00	12:54:00	COM VÍTIMA	FINALIZADA	IMBIRIBEIRA	AV MARECHAL MASCARENHAS DE MORAES	820	""	EM FRENTE A EQUIPADORA UNIVERSAL / SETIDO AEROPORTO/ VITURA 017 NO LOCAL	AV MARECHAL MASCARENHAS DE MORAES	820	EM FRENTE A EQUIPADORA UNIVERSAL / SETIDO AEROPORTO/ VITURA 017 NO LOCAL	IMBIRIBEIRA	COLISÃO	COLISÃO COM VITIMA	2									1	
1560	2016-02-27T00:00:00	13:01:00	SEM VÍTIMA	FINALIZADA	BOA VIAGEM	RUA DOS NAVEGANTES	""	""	ESQUINA COMM O HOTEL GOLDEN TULIPE	RUA DOS NAVEGANTES	0	ESQUINA COMM O HOTEL GOLDEN TULIPE	BOA VIAGEM	COLISÃO	02 AUTOS	2									0	
1561	2016-02-27T00:00:00	13:19:00	SEM VÍTIMA	CANCELADA	SANTO ANTÔNIO	PTE PRINCESA IZABEL	""	""	AO LADO DO TEATRO SANTA ISABEL	PTE PRINCESA IZABEL	0	AO LADO DO TEATRO SANTA ISABEL	SANTO ANTÔNIO	COLISÃO	COLISÃO SEM VITMA	1					1				0	
1562	2016-02-27T00:00:00	14:16:00	SEM VÍTIMA	FINALIZADA	APIPUCOS	RUA MANDACARU	80	""	PROXÍMO AO POSTO PETROBRAS	RUA MANDACARU	80	PROXÍMO AO POSTO PETROBRAS	APIPUCOS	COLISÃO	COLISÃO SEM VITMA							2			0	
1563	2016-02-27T00:00:00	15:00:00	SEM VÍTIMA	EM ATENDIMENTO	AREIAS	AV DR JOSE RUFINO	""	""	AO LADO DO SUPERMERCADO ARCO-ÍRIS, SENTIDO AFOGADOS.	AV DR JOSE RUFINO	0	AO LADO DO SUPERMERCADO ARCO-ÍRIS, SENTIDO AFOGADOS.	AREIAS	COLISÃO	01 AUTO 01 MOTO	1	1								0	
1564	2016-02-27T00:00:00	15:22:00	COM VÍTIMA	CANCELADA	BOA VIAGEM	RUA BALTAZAR PASSOS	""	""	E/F A PADARIA PAN JOVEM	RUA BALTAZAR PASSOS	0	E/F A PADARIA PAN JOVEM	BOA VIAGEM	COLISÃO	02 AUTOS	1	1								1	
1565	2016-02-27T00:00:00	19:58:00	SEM VÍTIMA	FINALIZADA	MACAXEIRA	AV NORTE	8209	""	PROX. AO POSTO DE GASOLINA DESATIVADO NO FINAL DA AV. NORTE JA CHEGANDO NA INTEGRAÇÃO DA MACAXEIRA	AV NORTE	8209	PROX. AO POSTO DE GASOLINA DESATIVADO NO FINAL DA AV. NORTE JA CHEGANDO NA INTEGRAÇÃO DA MACAXEIRA	MACAXEIRA	COLISÃO	DOIS AUTO	2									0	
1566	2016-02-27T00:00:00	20:08:00	SEM VÍTIMA	FINALIZADA	TAMARINEIRA	RUA DES GOIS CAVALCANTE	128	""	EM FRENTE A FARMACIA BIG BEN E O HOSPITAL AGAMENOM MAGALHAES	RUA DES GOIS CAVALCANTE	128	EM FRENTE A FARMACIA BIG BEN E O HOSPITAL AGAMENOM MAGALHAES	TAMARINEIRA	COLISÃO	CAMINHÃO BAU E AUTO	1						1			0	
1567	2016-02-27T00:00:00	23:14:00	COM VÍTIMA	CANCELADA	TEJIPIÓ	RUA FALCAO DE LACERDA	""	""	SENTIDO JABOATÃO,APOS A ESTAÇÃO TEJIPIO EM FRENTE A PRAÇA DE PACHEGO	RUA FALCAO DE LACERDA	0	SENTIDO JABOATÃO,APOS A ESTAÇÃO TEJIPIO EM FRENTE A PRAÇA DE PACHEGO	TEJIPIÓ	COLISÃO	COLISAO ENTRE UM AUTO E MOTO	1	1								1	
1568	2016-02-28T00:00:00	00:42:00	SEM VÍTIMA	FINALIZADA	BOA VISTA	RUA DO PRINCIPE	""	""	PROX DA UNIVERSIDADE CATOLICA	RUA DO PRINCIPE	0	PROX DA UNIVERSIDADE CATOLICA	BOA VISTA	COLISÃO	COLISAO ENTRE DOIS AUTO	2									0	
1569	2016-02-28T00:00:00	00:50:00	SEM VÍTIMA	CANCELADA	SANTO AMARO	AV PREFEITO ARTUR LIMA CAVALCANTI	""	""	SENTIDO CAMPO GRANDE, POR TRAS DO HOSPITAL NAVAL	AV PREFEITO ARTUR LIMA CAVALCANTI	0	SENTIDO CAMPO GRANDE, POR TRAS DO HOSPITAL NAVAL	SANTO AMARO	CHOQUE	CHOCOU-SE CONTRA UMA ARVORE	1									0	
1570	2016-02-28T00:00:00	05:53:00	SEM VÍTIMA	FINALIZADA	MADALENA	RUA BENFICA	623	""	EM FRENTE EDIFICIO TRÊS MARIAS	RUA BENFICA	623	EM FRENTE EDIFICIO TRÊS MARIAS	MADALENA	COLISÃO	COLISÃO SEM VITMA	2									0	
1571	2016-02-28T00:00:00	06:57:00	VÍTIMA FATAL	FINALIZADA	TORRÕES	RUA GOMES TABORDA	""	""	CRUZAMENTO COM MIGUEL VIEIRA FERREIRA	RUA GOMES TABORDA	0	CRUZAMENTO COM MIGUEL VIEIRA FERREIRA	TORRÕES	COLISÃO COM CICLISTA	""				1							1
1572	2016-02-28T00:00:00	09:08:00	VÍTIMA FATAL	FINALIZADA	SAN MARTIN	AV JOAO CABRAL DE MELO NETO	""	""	C/ AV. RECIFE - AO LADO DO CERPE	AV JOAO CABRAL DE MELO NETO	0	C/ AV. RECIFE - AO LADO DO CERPE	SAN MARTIN	CHOQUE	MOTOCICLETA 50CC SE ENVOLVEU EM CHOQUE COM ÓBITO			1								1
1573	2016-02-28T00:00:00	11:25:00	SEM VÍTIMA	FINALIZADA	NOVA DESCOBERTA	RUA NOVA DESCOBERTA	2074	""	PROXÍMO A FEIRA DO CORREGO DA AREIA	RUA NOVA DESCOBERTA	2074	PROXÍMO A FEIRA DO CORREGO DA AREIA	NOVA DESCOBERTA	COLISÃO	COLISÃO SEM VITIMA	1	1								0	
1574	2016-02-28T00:00:00	12:14:00	SEM VÍTIMA	FINALIZADA	AREIAS	RUA GENERAL FRANCISCO FIGUEIROA	236	""	EM FRENTE AO TERMINAL DE ONIBUS DA VILA CARDEAL	RUA GENERAL FRANCISCO FIGUEIROA	236	EM FRENTE AO TERMINAL DE ONIBUS DA VILA CARDEAL	AREIAS	COLISÃO	AUTO E MOTO	1	1								0	
1575	2016-02-28T00:00:00	12:36:00	SEM VÍTIMA	FINALIZADA	HIPÓDROMO	RUA PRUDENTE DE MORAES	305	""	NA RUA DO POSTO TOTAL NA ESTRADA DE BELEM	RUA PRUDENTE DE MORAES	305	NA RUA DO POSTO TOTAL NA ESTRADA DE BELEM	HIPÓDROMO	COLISÃO	AUTO E MOTO	1	1								0	
1576	2016-02-28T00:00:00	15:02:00	SEM VÍTIMA	FINALIZADA	MADALENA	RUA HERMOGENES DE MORAIS	316	""	NA RUA DA GPCA /	RUA HERMOGENES DE MORAIS	316	NA RUA DA GPCA /	MADALENA	COLISÃO	DOIS AUTOS	2									0	
1577	2016-02-28T00:00:00	15:09:00	COM VÍTIMA	CANCELADA	DERBY	RUA AMARO BEZERRA	342	""	PROX. AO QUARTEL DO DERBY E O LABORATORIO GILSON CIDRIN	RUA AMARO BEZERRA	342	PROX. AO QUARTEL DO DERBY E O LABORATORIO GILSON CIDRIN	DERBY	COLISÃO	ONIBUS E MOTO		1				1				1	
1578	2016-02-28T00:00:00	15:14:00	SEM VÍTIMA	FINALIZADA	CASA AMARELA	RUA ITATIAIA	""	""	PRAÇA DA AV NORTELARGO DOMLUIZ	RUA ITATIAIA	0	PRAÇA DA AV NORTELARGO DOMLUIZ	CASA AMARELA	COLISÃO	ENTRE DOIS AUTOS	2									0	
1579	2016-02-28T00:00:00	20:18:00	SEM VÍTIMA	FINALIZADA	MADALENA	AV BEIRA RIO	825	""	PROX. A PONTE CAPUNGA	AV BEIRA RIO	825	PROX. A PONTE CAPUNGA	MADALENA	COLISÃO	DOIS AUTO	2									0	
1580	2016-02-28T00:00:00	20:52:00	SEM VÍTIMA	FINALIZADA	ILHA DO RETIRO	PRC DA BANDEIRA	186	""	PROX. DA ENTRADA DO TUNEL CHICO SCIENCE	PRC DA BANDEIRA	186	PROX. DA ENTRADA DO TUNEL CHICO SCIENCE	ILHA DO RETIRO	COLISÃO	DOIS AUTO	2									0	
1581	2016-02-29T00:00:00	06:39:00	SEM VÍTIMA	FINALIZADA	BARRO	AV CENTRAL	""	""	EM FRENTE A ESTAÇÃO DO BARRO	AV CENTRAL	0	EM FRENTE A ESTAÇÃO DO BARRO	BARRO	COLISÃO	COLISÃO SEM VITIMA	1					1				0	
1582	2016-02-29T00:00:00	06:54:00	SEM VÍTIMA	FINALIZADA	DERBY	RUA JORNALISTA PAULO BITTENCOURT	""	""	SENTIDO CIDADE E/F AO HOSPITAL DA RESTAURAÇÃO	RUA JORNALISTA PAULO BITTENCOURT	0	SENTIDO CIDADE E/F AO HOSPITAL DA RESTAURAÇÃO	DERBY	COLISÃO	COLISÃO SEM VITIMA	1					1				0	
1583	2016-02-29T00:00:00	07:21:00	SEM VÍTIMA	FINALIZADA	APIPUCOS	RUA CORONEL JOAO BATISTA DO REGO BARROS	""	""	EM FRENTE AO PARQUE MAXIMIANO CAMPOS	RUA CORONEL JOAO BATISTA DO REGO BARROS	0	EM FRENTE AO PARQUE MAXIMIANO CAMPOS	APIPUCOS	COLISÃO	COLISÃO SEM VITIMA	2									0	
1584	2016-02-29T00:00:00	07:29:00	SEM VÍTIMA	FINALIZADA	BOA VIAGEM	RUA PROFESSOR JOSE BRANDAO	392	""	E/F AO EMPRESARIAL MASTER, SENTIDO CENTRO.	RUA PROFESSOR JOSE BRANDAO	392	E/F AO EMPRESARIAL MASTER, SENTIDO CENTRO.	BOA VIAGEM	COLISÃO	SEM VÍTIMAS	2									0	
1585	2016-02-29T00:00:00	07:31:00	SEM VÍTIMA	FINALIZADA	CASA FORTE	RUA ENGENHEIRO OSCAR FERREIRA	""	""	E/F AO HOSPITAL ERMÍRIO DE MORAES	RUA ENGENHEIRO OSCAR FERREIRA	0	E/F AO HOSPITAL ERMÍRIO DE MORAES	CASA FORTE	COLISÃO	COLISAO SEM VITIMAS	1						1			0	
1586	2016-02-29T00:00:00	07:42:00	SEM VÍTIMA	FINALIZADA	BOA VISTA	AV JOAO DE BARROS	""	""	EM FRENTE A CELPE	AV JOAO DE BARROS	0	EM FRENTE A CELPE	BOA VISTA	COLISÃO	COLISÃO SEM VITIMA	2									0	
1587	2016-02-29T00:00:00	07:51:00	COM VÍTIMA	FINALIZADA	VÁRZEA	AV AFONSO OLINDENSE	""	""	SENTIDO CAXANGA PROX A LOMBADA ELETRONICA E/F A IGREJA BATISTA	AV AFONSO OLINDENSE	0	SENTIDO CAXANGA PROX A LOMBADA ELETRONICA E/F A IGREJA BATISTA	VÁRZEA	COLISÃO	COLISÃO COM 2 VITIMAS A ESPERA DO SAMU	2	1								2	
1588	2016-02-29T00:00:00	07:49:00	SEM VÍTIMA	FINALIZADA	BOA VIAGEM	RUA ANTONIO FALCAO	3114	""	E/F AO HOTEL JANGADEIRO, LADO ESQUERDO DA VIA. SENTIDO SUBÚRBIO.	RUA ANTONIO FALCAO	3114	E/F AO HOTEL JANGADEIRO, LADO ESQUERDO DA VIA. SENTIDO SUBÚRBIO.	BOA VIAGEM	COLISÃO	SEM VÍTIMAS.	2									0	
1589	2016-02-29T00:00:00	07:51:00	SEM VÍTIMA	FINALIZADA	CAXANGÁ	AV CAXANGA	""	""	SENTID CIDADE PROX A FARMACIA PAGUE MENOS E/F A ANTIGA CELPE	AV CAXANGA	0	SENTID CIDADE PROX A FARMACIA PAGUE MENOS E/F A ANTIGA CELPE	CAXANGÁ	COLISÃO	COLISÃO SEM VITIMAS	2									0	
1590	2016-02-29T00:00:00	07:59:00	SEM VÍTIMA	FINALIZADA	BOA VIAGEM	RUA BARAO DE SOUZA LEAO	""	""	SEMAFORO Nº 159	RUA BARAO DE SOUZA LEAO	0	SEMAFORO Nº 159	BOA VIAGEM	COLISÃO	COL S/V,	2									0	
1591	2016-02-29T00:00:00	08:16:00	SEM VÍTIMA	EM ATENDIMENTO	CAXANGÁ	AV CAXANGA	""	""	SENTIDO CIDADE DE FRONTE A SUPRANOR E/F AO POSTO DE GASOLINA BR	AV CAXANGA	0	SENTIDO CIDADE DE FRONTE A SUPRANOR E/F AO POSTO DE GASOLINA BR	CAXANGÁ	COLISÃO	COLISÃO SEM VITIMAS	1						1			0	
1592	2016-02-29T00:00:00	08:33:00	SEM VÍTIMA	FINALIZADA	GRAÇAS	RUA DONA ANUNCIADA	168	""	PROXÍMO AO EDIFICIO GEGE BANDEIRA	RUA DONA ANUNCIADA	168	PROXÍMO AO EDIFICIO GEGE BANDEIRA	GRAÇAS	COLISÃO	COLISÃO SEM VITIMA	3									0	
1593	2016-02-29T00:00:00	08:53:00	SEM VÍTIMA	CANCELADA	BOA VIAGEM	RUA BALTAZAR PASSOS	520	""	E/F AO COLEGIO FAZER EVOLUIR	RUA BALTAZAR PASSOS	520	E/F AO COLEGIO FAZER EVOLUIR	BOA VIAGEM	COLISÃO	COLISÃO SEM VITIMAS	2									0	
1594	2016-02-29T00:00:00	09:03:00	SEM VÍTIMA	FINALIZADA	DERBY	PTE ESTACIO COIMBRA	""	""	EM CIMA DA PONTE ESTACIO COIMBRA	PTE ESTACIO COIMBRA	0	EM CIMA DA PONTE ESTACIO COIMBRA	DERBY	COLISÃO	COL.S/V SET.SUB	2									0	
1595	2016-02-29T00:00:00	10:03:00	SEM VÍTIMA	FINALIZADA	BOA VIAGEM	RUA DUQUE ESTRADA	""	""	EM FRENTE DA BRENNE	RUA DUQUE ESTRADA	0	EM FRENTE DA BRENNE	BOA VIAGEM	COLISÃO	COL.S/V SET.SUB	2									0	
1596	2016-02-29T00:00:00	10:06:00	COM VÍTIMA	FINALIZADA	MACAXEIRA	AV NORTE	""	""	PROXIMO TI DA MACAXEIRA SENT. SUB	AV NORTE	0	PROXIMO TI DA MACAXEIRA SENT. SUB	MACAXEIRA	ATROPELAMENTO ANIMAL	CACHORRO										1	
1597	2016-02-29T00:00:00	10:07:00	SEM VÍTIMA	FINALIZADA	SANTO AMARO	AV CRUZ CABUGA	""	""	EM FRENTE AO DER / SENTIDO CIDADE	AV CRUZ CABUGA	0	EM FRENTE AO DER / SENTIDO CIDADE	SANTO AMARO	COLISÃO	COLISÃO SEM VITIMA						1		1		0	
1598	2016-02-29T00:00:00	10:18:00	SEM VÍTIMA	FINALIZADA	ILHA DO LEITE	AV GOVERNADOR AGAMENON MAGALHAES	""	""	EM CIMA DO VIADUTO DA JOANA BEZERRA	AV GOVERNADOR AGAMENON MAGALHAES	0	EM CIMA DO VIADUTO DA JOANA BEZERRA	ILHA DO LEITE	COLISÃO	COL.S/V,SET.OLINDA NA FAIXA DA DIREITA	2						1			0	
1599	2016-02-29T00:00:00	11:27:00	SEM VÍTIMA	FINALIZADA	ENCRUZILHADA	AV BEBERIBE	205	""	EM FRENTE DA AUTO ESCOLA NOVA YORK	AV BEBERIBE	205	EM FRENTE DA AUTO ESCOLA NOVA YORK	ENCRUZILHADA	COLISÃO	COL.S/V,SET.SUB	1	1								0	
1600	2016-02-29T00:00:00	11:34:00	SEM VÍTIMA	FINALIZADA	IMBIRIBEIRA	AV MARECHAL MASCARENHAS DE MORAES	""	""	EM FRENTE A TOYOLEX / SENTIDO CIDADE	AV MARECHAL MASCARENHAS DE MORAES	0	EM FRENTE A TOYOLEX / SENTIDO CIDADE	IMBIRIBEIRA	COLISÃO	COLISÃO SEM VITIMA	1					1				0	
1601	2016-02-29T00:00:00	11:36:00	SEM VÍTIMA	CANCELADA	TORRÕES	EST DO FORTE DO ARRAIAL N. DO B. JESUS	""	""	E/F AO RESTAURANTE YOKI (SEMÁFORO Nº 375)	EST DO FORTE DO ARRAIAL N. DO B. JESUS	0	E/F AO RESTAURANTE YOKI (SEMÁFORO Nº 375)	TORRÕES	COLISÃO	SEM VÍTIMAS	1						1			0	
1602	2016-02-29T00:00:00	12:24:00	SEM VÍTIMA	CANCELADA	BOA VIAGEM	RUA VISCONDE DE JEQUITINHONHA	406	""	E/F AO SUPERMERCADO MELODIA	RUA VISCONDE DE JEQUITINHONHA	406	E/F AO SUPERMERCADO MELODIA	BOA VIAGEM	COLISÃO	02 AUTOS	2									0	
1603	2016-02-29T00:00:00	12:55:00	SEM VÍTIMA	FINALIZADA	IPUTINGA	RUA EMILIANO BRAGA	""	""	E/F AO PARAIBANUS BAR, RUA DE ACESSO DE RETORNO PARA BR101, RUA DE ACESSO A LATERAL DO ESCRITORIO DO WALMART BRASIL.	RUA EMILIANO BRAGA	0	E/F AO PARAIBANUS BAR, RUA DE ACESSO DE RETORNO PARA BR101, RUA DE ACESSO A LATERAL DO ESCRITORIO DO WALMART BRASIL.	IPUTINGA	COLISÃO	02 AUTOS	2									0	
1604	2016-02-29T00:00:00	13:02:00	SEM VÍTIMA	CANCELADA	AFLITOS	AV CONS ROSA E SILVA	1205	""	ANTES DO CLUBE COUNTRY E/F DO EMPRESARIALA CASA GRANDE	AV CONS ROSA E SILVA	1205	ANTES DO CLUBE COUNTRY E/F DO EMPRESARIALA CASA GRANDE	AFLITOS	COLISÃO	COLISAO DE DOIS AUTOS S/V	2									0	
1605	2016-02-29T00:00:00	13:20:00	SEM VÍTIMA	FINALIZADA	SANTO AMARO	AV CRUZ CABUGA	""	""	CRUZ VISC. DE SUASSUNA, SENTIDO CIDADE, E/F A ESCOLA SIZENANDO SILVEIRA.	AV CRUZ CABUGA	0	CRUZ VISC. DE SUASSUNA, SENTIDO CIDADE, E/F A ESCOLA SIZENANDO SILVEIRA.	SANTO AMARO	COLISÃO	02 AUTOS	2									0	
1606	2016-02-29T00:00:00	14:02:00	SEM VÍTIMA	FINALIZADA	IPUTINGA	RUA AMBROSIO MACHADO	""	""	ENCONTRAM-SE NA RUA AO LADO AUTO ESCOLA PILOTO, SENTIDO CIDADE	RUA AMBROSIO MACHADO	0	ENCONTRAM-SE NA RUA AO LADO AUTO ESCOLA PILOTO, SENTIDO CIDADE	IPUTINGA	COLISÃO	01 AUTO 01 MOTO	1	1								0	
1607	2016-02-29T00:00:00	17:04:00	COM VÍTIMA	FINALIZADA	TOTÓ	RUA ONZE DE AGOSTO	""	""	E/F CONDOMINIO JARDIM BOTANICO EM FRENTE AO CAUSE CENTRO DA JUVENTUDE	RUA ONZE DE AGOSTO	0	E/F CONDOMINIO JARDIM BOTANICO EM FRENTE AO CAUSE CENTRO DA JUVENTUDE	TOTÓ	COLISÃO	ENTRE UM AUTO E UMA MOTO										1	
1608	2016-02-29T00:00:00	17:32:00	SEM VÍTIMA	EM ATENDIMENTO	GRAÇAS	PRC DO ENTRONCAMENTO	72	""	E/F AO BANCO ITAÚ	PRC DO ENTRONCAMENTO	72	E/F AO BANCO ITAÚ	GRAÇAS	COLISÃO	02 AUTOS	2									0	
1609	2016-02-29T00:00:00	18:03:00	SEM VÍTIMA	EM ATENDIMENTO	CASA AMARELA	RUA DA HARMONIA	805	""	PX AO COLEGIO APOIO	RUA DA HARMONIA	805	PX AO COLEGIO APOIO	CASA AMARELA	CHOQUE	CHOQUE DE VEICULO EM POSTO (FIOS NA VIA ) E MURO	1									0	
1610	2016-02-29T00:00:00	18:11:00	SEM VÍTIMA	CANCELADA	BONGI	RUA DR SEVERINO JATOBA	1180	""	CRUZAMENTO COM A ESTRADA VELHA DO BONGI	RUA DR SEVERINO JATOBA	1180	CRUZAMENTO COM A ESTRADA VELHA DO BONGI	BONGI	COLISÃO	DOIS AUTO	2									0	
1611	2016-02-29T00:00:00	18:17:00	COM VÍTIMA	CANCELADA	SANTO AMARO	AV GOVERNADOR AGAMENON MAGALHAES	""	""	AO LADO DO ESTACIONAMENTO DO TACARUNA SENTIDO OLINDA	AV GOVERNADOR AGAMENON MAGALHAES	0	AO LADO DO ESTACIONAMENTO DO TACARUNA SENTIDO OLINDA	SANTO AMARO	COLISÃO	COLISÃO ENTRE AUTO E MOTO	1	1								1	
1612	2016-02-29T00:00:00	18:39:00	SEM VÍTIMA	FINALIZADA	PARNAMIRIM	RUA MIZAEL MONTENEGRO	71	""	AO LADO DO PÃO DE AÇUCAR DE PARNAMIRIM	RUA MIZAEL MONTENEGRO	71	AO LADO DO PÃO DE AÇUCAR DE PARNAMIRIM	PARNAMIRIM	COLISÃO	CAMINHÃO E AUTO	1						1			0	
1613	2016-02-29T00:00:00	18:44:00	COM VÍTIMA	EM ATENDIMENTO	IPSEP	AV MARECHAL MASCARENHAS DE MORAES	""	""	EM BAIXO DO VIADULTO TRANQUEDO NEVES	AV MARECHAL MASCARENHAS DE MORAES	0	EM BAIXO DO VIADULTO TRANQUEDO NEVES	IPSEP	COLISÃO	""	1					1				1	
1614	2016-02-29T00:00:00	22:19:00	COM VÍTIMA	FINALIZADA	CABANGA	AV SUL	1450	""	NA ENTRADA DO QUARTEL DO EXERCITO	AV SUL	1450	NA ENTRADA DO QUARTEL DO EXERCITO	CABANGA	COLISÃO	AUTO E MOTO	1	1								1	
1615	2016-02-29T00:00:00	23:16:00	SEM VÍTIMA	CANCELADA	CAXANGÁ	AV CAXANGA	""	""	SEMAFORO 232	AV CAXANGA	0	SEMAFORO 232	CAXANGÁ	COLISÃO	COLISAO ENTRE ONIBUS E CARRO	1					1				0	
